Species	Ne	logNe	t	midT	Mass.g
Redunca_redunca	51662.3108121082	4.713173827902	695067.833636996	811752.385407252	44050.4
Rhinoceros_unicornis	233.473253534187	2.3682371354039	1538.60557115396	2062.89186983674	1602333
Rhinoceros_unicornis	1047.74438994388	3.02025534412011	2587.17816851951	3234.06931199511	1602333
Rhinoceros_unicornis	1446.72655648786	3.16038645355817	3880.96045547072	4679.12770218028	1602333
Rhinoceros_unicornis	1102.08931757521	3.0422167928444	5477.29494888984	6462.11435806753	1602333
Rhinoceros_unicornis	874.440974799788	2.94173049971076	7446.93376724521	8662.05412289918	1602333
Rhinoceros_unicornis	927.434334594678	2.96728316989598	9877.17447855315	11376.4518739464	1602333
Rhinoceros_unicornis	1322.90548226209	3.12152881622198	12875.7292693397	14725.6140958739	1602333
Rhinoceros_unicornis	2195.15313104309	3.34146482145621	16575.4989224082	18857.9810581067	1602333
Rhinoceros_unicornis	3520.40623412675	3.5465927813929	21140.4631938052	23956.7059268965	1602333
Rhinoceros_unicornis	4716.51182481322	3.67362092760008	26772.9486599877	30247.7724089419	1602333
Rhinoceros_unicornis	5107.26590962259	3.70818846997134	33722.5961578962	38010.0107136165	1602333
Rhinoceros_unicornis	4835.04589515694	3.68440060084276	42297.4252693368	47587.4557573964	1602333
Rhinoceros_unicornis	4447.84285257953	3.64814943471987	52877.486245456	59404.5953460359	1602333
Rhinoceros_unicornis	4235.38170844883	3.62689255667445	65931.7044466159	73985.184158507	1602333
Rhinoceros_unicornis	4219.17105420339	3.62522713296442	82038.6638703981	91975.4573988041	1602333
Rhinoceros_unicornis	4332.21128853532	3.63670962967241	101912.25092721	114172.772982089	1602333
Rhinoceros_unicornis	4581.46606170874	3.66100447377406	126433.295036969	141560.95172305	1602333
Rhinoceros_unicornis	5188.61225961033	3.71505121746628	156688.608409131	175353.881860586	1602333
Rhinoceros_unicornis	6741.27568352035	3.82874208791367	194019.155312041	217049.320541674	1602333
Rhinoceros_unicornis	10375.3921765495	4.01600452147014	240079.485771306	268495.276832905	1602333
Rhinoceros_unicornis	17531.3113571465	4.24381440290908	296911.067894504	331971.91846181	1602333
Rhinoceros_unicornis	28086.5020240726	4.44849765425181	367032.769029115	410292.632526776	1602333
Rhinoceros_unicornis	37878.6133074604	4.57839407159994	453552.496024437	506928.719349192	1602333
Rhinoceros_unicornis	40934.9118676888	4.61209385969644	560304.942673946	626163.246100357	1602333
Rhinoceros_unicornis	35995.9723481478	4.55625390952199	692021.549526767	773280.879243966	1602333
Sus_scrofa_scrofa	13528.0278852769	4.13123448980032	6693.41866627925	10552.7751263506	101052.1
Sus_scrofa_scrofa	9364.54860427513	3.97148684808636	14412.131586422	18862.6621832701	101052.1
Sus_scrofa_scrofa	9199.84596537843	3.96378055593836	23313.1927801183	28445.4532485164	101052.1
