midT	logNe	nType
12500	4.58500132605321	Predicted
37500	5.31059926693364	Predicted
62500	5.16916682850065	Predicted
87500	4.4314464018804	Predicted
12500	5.05982927380924	Predicted
37500	4.96753139403467	Predicted
62500	4.98516398463906	Predicted
87500	5.0429421960169	Predicted
12500	5.13908237331822	Predicted
37500	4.8332723772391	Predicted
62500	4.89912160719523	Predicted
87500	5.04205954774144	Predicted
12500	4.4286328656337	Predicted
37500	3.93800472403771	Predicted
62500	4.04984771942093	Predicted
87500	4.10731783129804	Predicted
12500	4.5625468466987	Predicted
37500	4.04254650065321	Predicted
62500	4.16882105374364	Predicted
87500	4.10227124585895	Predicted
12500	4.66135857968318	Predicted
37500	4.16993479432055	Predicted
62500	4.29106037050432	Predicted
87500	4.1167466367417	Predicted
12500	5.06763324184036	Predicted
37500	5.17981931806259	Predicted
62500	5.15266617829545	Predicted
87500	5.19943916841162	Predicted
12500	5.10058519990954	Predicted
37500	5.03497756550188	Predicted
62500	5.04488541619553	Predicted
87500	5.15127261031963	Predicted
12500	4.51423888987122	Predicted
37500	4.58835405326244	Predicted
62500	4.57187043269088	Predicted
87500	4.52750637137573	Predicted
12500	4.4456940907952	Predicted
37500	4.6630365560842	Predicted
62500	4.61412487590794	Predicted
87500	4.53101934314	Predicted
12500	4.5968614944263	Predicted
37500	4.65599419235583	Predicted
62500	4.65192141764516	Predicted
87500	4.2856213661557	Predicted
12500	4.87538945258065	Predicted
37500	4.89867604462806	Predicted
62500	4.8987226188241	Predicted
87500	4.73189843901828	Predicted
12500	4.12080419485241	Predicted
37500	4.93560890155345	Predicted
62500	4.74977283374742	Predicted
87500	4.71392459888058	Predicted
12500	4.46419834605544	Predicted
37500	4.37255008794422	Predicted
62500	4.39421600306334	Predicted
87500	4.3937597957416	Predicted
12500	4.36214160738858	Predicted
37500	4.54074197594173	Predicted
62500	4.49983810008087	Predicted
87500	4.58382799077818	Predicted
12500	4.43868322433162	Predicted
37500	3.90649833075173	Predicted
62500	4.02103671411813	Predicted
87500	4.18113446514415	Predicted
12500	4.47102239208069	Predicted
37500	4.52294857291883	Predicted
62500	4.51053090120276	Predicted
87500	4.4652315150464	Predicted
12500	4.3947065993888	Predicted
37500	4.44219712279684	Predicted
62500	4.42753489061565	Predicted
87500	4.40351210510759	Predicted
12500	4.48330058726785	Predicted
37500	4.49659676786313	Predicted
62500	4.49384994840161	Predicted
87500	4.47912238180488	Predicted
12500	3.92431189270911	Predicted
37500	3.9009644745994	Predicted
62500	3.91158481168297	Predicted
87500	3.81799249161175	Predicted
12500	4.20448818954392	Predicted
37500	4.03670140166568	Predicted
62500	4.07827524849172	Predicted
87500	4.03267768218301	Predicted
12500	4.76546014587698	Predicted
37500	4.94030609936762	Predicted
62500	4.90730988772858	Predicted
87500	4.71221074565476	Predicted
12500	4.88023633307748	Predicted
37500	4.79015240542941	Predicted
62500	4.81580928987144	Predicted
87500	4.71649630065535	Predicted
12500	4.68589376645848	Predicted
37500	3.70725081468902	Predicted
62500	3.93820267718517	Predicted
87500	3.93901860151316	Predicted
12500	4.96175910551913	Predicted
37500	4.84093681812689	Predicted
62500	4.86894299279076	Predicted
87500	4.80997654471992	Predicted
12500	5.16807739382426	Predicted
37500	5.13339320318566	Predicted
62500	5.14347260393752	Predicted
87500	5.08205776631103	Predicted
12500	4.71612706101934	Predicted
37500	4.7863294046734	Predicted
62500	4.77235388194801	Predicted
87500	4.79716530435824	Predicted
12500	4.91491595388273	Predicted
37500	4.75827493738328	Predicted
62500	4.78584214291605	Predicted
87500	5.03125648949825	Predicted
12500	4.82722399080673	Predicted
37500	4.73466942941631	Predicted
62500	4.75244402337528	Predicted
87500	4.97562094168761	Predicted
12500	4.76810061266245	Predicted
37500	4.47887674458818	Predicted
62500	4.53979205192487	Predicted
87500	4.67393063181506	Predicted
12500	4.6663179435456	Predicted
37500	4.92403887660283	Predicted
62500	4.86096606083225	Predicted
87500	4.88012270812922	Predicted
12500	4.23811063715228	Predicted
37500	3.93735475492867	Predicted
62500	4.0152234416262	Predicted
87500	3.80448249295054	Predicted
12500	4.92333759890308	Predicted
37500	5.07294650476443	Predicted
62500	5.05154421656016	Predicted
87500	4.77242258571114	Predicted
12500	5.00201732633187	Predicted
37500	5.12216013850733	Predicted
62500	5.0927671203844	Predicted
87500	5.0941483281879	Predicted
12500	4.41672636107006	Predicted
37500	4.04681307693155	Predicted
62500	4.1231412079047	Predicted
87500	4.31868875028743	Predicted
12500	4.82141901771076	Predicted
37500	4.98208606705513	Predicted
62500	4.94435319462772	Predicted
87500	4.93884022984533	Predicted
12500	4.76931171396829	Predicted
37500	4.94280874383814	Predicted
62500	4.90627202763014	Predicted
87500	4.8195830750765	Predicted
12500	5.04428621766956	Predicted
37500	5.10297632219815	Predicted
62500	5.08696619482806	Predicted
87500	5.14658373055726	Predicted
12500	5.00816052773141	Predicted
37500	5.11376837735682	Predicted
62500	5.08962239220744	Predicted
87500	5.11603677872382	Predicted
12500	4.90653655575235	Predicted
37500	4.93832960823015	Predicted
62500	4.9302133449297	Predicted
87500	4.9434709596099	Predicted
12500	4.65444489873206	Predicted
37500	4.50936940572498	Predicted
62500	4.54577336130032	Predicted
87500	4.4916311114391	Predicted
12500	4.3287310045458	Predicted
37500	4.35395378393798	Predicted
62500	4.35366274897845	Predicted
87500	4.2683357594883	Predicted
12500	4.4075626906472	Predicted
37500	4.74808790852616	Predicted
62500	4.66971075212658	Predicted
87500	4.62522825693977	Predicted
12500	4.7182273826823	Predicted
37500	4.2899622579068	Predicted
62500	4.38453462718657	Predicted
87500	4.55797519561592	Predicted
12500	4.58865432037534	Predicted
37500	4.5664434791658	Predicted
62500	4.5692978805159	Predicted
87500	4.61473667946333	Predicted
12500	4.13349734302157	Predicted
37500	3.76289283374684	Predicted
62500	3.84898559087998	Predicted
87500	3.84899904318513	Predicted
12500	4.28911664151246	Predicted
37500	3.84755100167249	Predicted
62500	3.95052772167821	Predicted
87500	3.97221087903924	Predicted
12500	4.88761881906459	Predicted
37500	4.90135386955374	Predicted
62500	4.89566504204701	Predicted
87500	4.89260130922692	Predicted
12500	5.17196370903444	Predicted
37500	5.27158370794253	Predicted
62500	5.24937810990267	Predicted
87500	5.28230524771569	Predicted
12500	4.87211055177854	Predicted
37500	5.33248057642114	Predicted
62500	5.23441467318058	Predicted
87500	5.0920965631242	Predicted
12500	5.12540853941703	Predicted
37500	5.65809651819629	Predicted
62500	5.53597758938572	Predicted
87500	5.57610889544896	Predicted
